,ITM_NIIN,BASE_BIGO,EQUIP_NIIN,ATTRI_YR,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
0,1428,61,1,0,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,-0.4046741547377729,-0.37471969224994994,-0.07580007955311412,0.7285395914330234,-0.7445897206859738,0.14881791154668375,2.1998702521658897,1.3354749825791117,2.269463474058615,0.06899935448166378,0.23805055415348952,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
1,1428,61,1,1,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,-0.4046741547377729,-0.37471969224994994,-0.07580007955311412,0.7285395914330234,-0.7445897206859738,0.14881791154668375,1.3287305248431458,0.3816585391974043,1.401580511954062,0.19215828766945448,0.23805055415348952,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
2,1428,61,1,2,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,-0.4046741547377729,-0.37471969224994994,-0.07580007955311412,0.7285395914330234,-0.7445897206859738,0.14881791154668375,0.8300506231177761,0.44439694321844936,0.9554327752990959,0.3153172208572452,0.23805055415348952,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
3,1428,61,1,3,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.8557145778112024,-0.37471969224994994,-0.07580007955311412,-0.166085263416053,2.2374232235838454,0.14881791154668375,0.6237014432352981,0.3617590430322721,0.610175367462399,0.43847615404503587,0.23805055415348952,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.09440802833471076
4,1428,61,1,4,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.6456497911536875,-0.37471969224994994,-0.07580007955311412,0.1321230215336391,2.2374232235838454,0.14881791154668375,0.11358030869796996,0.04746949653379894,0.26804067642152607,0.5616350872328265,0.10784239125420765,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
5,1428,61,1,5,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.4956035122689155,-0.37471969224994994,-0.07580007955311412,0.43033130648333123,2.2374232235838454,0.14881791154668375,0.004494818004127216,0.032656443791189024,0.08489265309017419,0.6791151189057018,-0.07981054939475737,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
6,1428,61,1,6,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.38306880310533653,-0.37471969224994994,-0.07580007955311412,0.7285395914330234,2.2374232235838454,0.14881791154668375,-0.04011266724754762,-0.01558634338365904,0.034425930767442374,0.8022740520934925,-0.15257393454435605,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
7,1428,61,1,7,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.2955418070892195,-0.37471969224994994,-0.07580007955311412,1.0267478763827154,2.2374232235838454,0.14881791154668375,-0.276285615891665,-0.24161937432944625,-0.24241066460702015,0.9254329852812831,-0.16789254194427158,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
8,1428,61,1,8,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,0.2255202115367147,-0.37471969224994994,-0.07580007955311412,1.3249561613324075,2.2374232235838454,0.14881791154668375,-0.3984554742429118,-0.3368240014736173,-0.41232943276366896,1.0485919184690737,-0.22533731969395474,-1.1318371477070894,0.5437158763744067,-1.6271571671789558,-1.4492300616407436,-0.6796229379610521,0.17066993126796026,1.0990264791977884,0.4511268385717957,0.20067853756275372,-0.20067853756276155,-0.9594156540488791,-0.15141032256757211
9,1428,12,1,0,-0.2451733349661111,-0.5402356414661402,-0.38426234683214694,-0.6395871290013706,-0.24717359705269454,-0.23169447983730831,-0.3476141461591523,-0.13481022144181762,-0.14402168856176417,0.1510559584253931,-0.2645293199148421,-0.24784669923314168,-0.7173845223586794,0.0,-0.07328760323090669,0.0,0.0,-0.01481678645751075,0.0,-0.37996009875581926,-0.3808721126939621,-0.4192801688650157,-0.41255351940219576,-0.39747483494702,-0.3936134642671185,-0.4015685275827106,-0.4023064217684233,-0.4052242366596326,-0.40979560613407295,-0.4046741547377729,-0.37471969224994994,-0.07580007955311412,0.7285395914330234,-0.7445897206859738,0.14881791154668375,6.997720567130649,5.423367774835208,7.503322245477031,0.06899935448166378,7.659915839412555,0.1517179018322612,-0.012061648643711037,0.20398753054492785,0.14002864480337118,0.07652832774620838,0.17066993126796026,-0.15171849325444298,0.06345739130043947,-0.010843032600077965,0.010843032600068999,0.07572311880942115,-0.15141032256757211
